Continent,Country,Month,equipment,equipment_code,demand,supply
North America,Panama,2021-01-01T01:01:01Z,Testing Units,5,148991,113110
North America,Panama,2021-01-01T01:01:01Z,Pulse Oxymeters,6,9889,984
North America,Panama,2021-01-01T01:01:01Z,General Medicines,7,3935499,343400
North America,Panama,2021-01-01T01:01:01Z,PPE Kit,8,3559,9597
North America,Panama,2021-02-01T01:01:01Z,oxygen cylinder,0,5679,5600
North America,Panama,2021-02-01T01:01:01Z,O2 Generator,1,3640,1148
North America,Panama,2021-02-01T01:01:01Z,Mask,2,2498719,554720
North America,Panama,2021-02-01T01:01:01Z,Ventilators,3,4818,319
North America,Panama,2021-02-01T01:01:01Z,O2 Concentrators,4,3030,3054
North America,Panama,2021-02-01T01:01:01Z,Testing Units,5,130537,148979
North America,Panama,2021-02-01T01:01:01Z,Pulse Oxymeters,6,12996,8668
North America,Panama,2021-02-01T01:01:01Z,General Medicines,7,2380840,472276
North America,Panama,2021-02-01T01:01:01Z,PPE Kit,8,9655,996
North America,Panama,2021-03-01T01:01:01Z,oxygen cylinder,0,10091,5199
North America,Panama,2021-03-01T01:01:01Z,O2 Generator,1,1594,6
North America,Panama,2021-03-01T01:01:01Z,Mask,2,2761385,679727
North America,Panama,2021-03-01T01:01:01Z,Ventilators,3,3921,1030
North America,Panama,2021-03-01T01:01:01Z,O2 Concentrators,4,1615,2876
North America,Panama,2021-03-01T01:01:01Z,Testing Units,5,89018,131686
North America,Panama,2021-03-01T01:01:01Z,Pulse Oxymeters,6,2792,4306
North America,Panama,2021-03-01T01:01:01Z,General Medicines,7,4659182,392318
North America,Panama,2021-03-01T01:01:01Z,PPE Kit,8,13129,4723
North America,Panama,2021-04-01T01:01:01Z,oxygen cylinder,0,9229,2634
North America,Panama,2021-04-01T01:01:01Z,O2 Generator,1,3967,1014
North America,Panama,2021-04-01T01:01:01Z,Mask,2,3769492,18652
North America,Panama,2021-04-01T01:01:01Z,Ventilators,3,4980,955
North America,Panama,2021-04-01T01:01:01Z,O2 Concentrators,4,5525,1283
North America,Panama,2021-04-01T01:01:01Z,Testing Units,5,66261,35519
North America,Panama,2021-04-01T01:01:01Z,Pulse Oxymeters,6,15241,9671
North America,Panama,2021-04-01T01:01:01Z,General Medicines,7,2155368,800382
North America,Panama,2021-04-01T01:01:01Z,PPE Kit,8,5491,3964
North America,Panama,2021-05-01T01:01:01Z,oxygen cylinder,0,2467,13088
North America,Panama,2021-05-01T01:01:01Z,O2 Generator,1,5434,24
North America,Panama,2021-05-01T01:01:01Z,Mask,2,2976283,448832
North America,Panama,2021-05-01T01:01:01Z,Ventilators,3,6451,152
North America,Panama,2021-05-01T01:01:01Z,O2 Concentrators,4,6310,3392
North America,Panama,2021-05-01T01:01:01Z,Testing Units,5,29315,126199
North America,Panama,2021-05-01T01:01:01Z,Pulse Oxymeters,6,16291,8639
North America,Panama,2021-05-01T01:01:01Z,General Medicines,7,7804420,863175
North America,Panama,2021-05-01T01:01:01Z,PPE Kit,8,4342,2286
North America,Panama,2021-06-01T01:01:01Z,oxygen cylinder,0,16504,2499
North America,Panama,2021-06-01T01:01:01Z,O2 Generator,1,3178,3297
North America,Panama,2021-06-01T01:01:01Z,Mask,2,2036112,968718
North America,Panama,2021-06-01T01:01:01Z,Ventilators,3,7333,1667
North America,Panama,2021-06-01T01:01:01Z,O2 Concentrators,4,4828,634
North America,Panama,2021-06-01T01:01:01Z,Testing Units,5,199119,118876
North America,Panama,2021-06-01T01:01:01Z,Pulse Oxymeters,6,16138,8842
North America,Panama,2021-06-01T01:01:01Z,General Medicines,7,4982423,418
North America,Panama,2021-06-01T01:01:01Z,PPE Kit,8,9824,13254
North America,Panama,2021-07-01T01:01:01Z,oxygen cylinder,0,8280,14876
North America,Panama,2021-07-01T01:01:01Z,O2 Generator,1,624,3269
North America,Panama,2021-07-01T01:01:01Z,Mask,2,1848008,430229
North America,Panama,2021-07-01T01:01:01Z,Ventilators,3,4234,159
North America,Panama,2021-07-01T01:01:01Z,O2 Concentrators,4,1956,2032
North America,Panama,2021-07-01T01:01:01Z,Testing Units,5,14579,189338
North America,Panama,2021-07-01T01:01:01Z,Pulse Oxymeters,6,5198,3716
North America,Panama,2021-07-01T01:01:01Z,General Medicines,7,3862244,787088
North America,Panama,2021-07-01T01:01:01Z,PPE Kit,8,12537,3313
North America,Panama,2021-08-01T01:01:01Z,oxygen cylinder,0,11710,10376
North America,Panama,2021-08-01T01:01:01Z,O2 Generator,1,4235,2954
North America,Panama,2021-08-01T01:01:01Z,Mask,2,966789,1070112
North America,Panama,2021-08-01T01:01:01Z,Ventilators,3,1899,1521
North America,Panama,2021-08-01T01:01:01Z,O2 Concentrators,4,7771,2337
North America,Panama,2021-08-01T01:01:01Z,Testing Units,5,264014,138015
North America,Panama,2021-08-01T01:01:01Z,Pulse Oxymeters,6,5226,3296
North America,Panama,2021-08-01T01:01:01Z,General Medicines,7,11931235,1507534
North America,Panama,2021-08-01T01:01:01Z,PPE Kit,8,18646,15097
North America,Panama,2021-09-01T01:01:01Z,oxygen cylinder,0,15726,5797
North America,Panama,2021-09-01T01:01:01Z,O2 Generator,1,5565,2042
North America,Panama,2021-09-01T01:01:01Z,Mask,2,2610460,1470898
North America,Panama,2021-09-01T01:01:01Z,Ventilators,3,1534,2052
North America,Panama,2021-09-01T01:01:01Z,O2 Concentrators,4,7691,4246
North America,Panama,2021-09-01T01:01:01Z,Testing Units,5,358307,290248
North America,Panama,2021-09-01T01:01:01Z,Pulse Oxymeters,6,960,13493
North America,Panama,2021-09-01T01:01:01Z,General Medicines,7,7867926,216636
North America,Panama,2021-09-01T01:01:01Z,PPE Kit,8,7045,161
North America,Panama,2021-10-01T01:01:01Z,oxygen cylinder,0,337,3179
North America,Panama,2021-10-01T01:01:01Z,O2 Generator,1,6004,424
North America,Panama,2021-10-01T01:01:01Z,Mask,2,2983497,841436
North America,Panama,2021-10-01T01:01:01Z,Ventilators,3,6942,888
North America,Panama,2021-10-01T01:01:01Z,O2 Concentrators,4,4255,2761
North America,Panama,2021-10-01T01:01:01Z,Testing Units,5,214470,363581
North America,Panama,2021-10-01T01:01:01Z,Pulse Oxymeters,6,5408,16747
North America,Panama,2021-10-01T01:01:01Z,General Medicines,7,17744558,1832159
North America,Panama,2021-10-01T01:01:01Z,PPE Kit,8,8268,14255
North America,Panama,2021-11-01T01:01:01Z,oxygen cylinder,0,9966,6362
North America,Panama,2021-11-01T01:01:01Z,O2 Generator,1,6836,3477
North America,Panama,2021-11-01T01:01:01Z,Mask,2,10936207,1748694
North America,Panama,2021-11-01T01:01:01Z,Ventilators,3,8405,2258
North America,Panama,2021-11-01T01:01:01Z,O2 Concentrators,4,5400,737
North America,Panama,2021-11-01T01:01:01Z,Testing Units,5,127983,31544
North America,Panama,2021-11-01T01:01:01Z,Pulse Oxymeters,6,18949,64
North America,Panama,2021-11-01T01:01:01Z,General Medicines,7,15810718,121188
North America,Panama,2021-11-01T01:01:01Z,PPE Kit,8,18714,12682
North America,Panama,2021-12-01T01:01:01Z,oxygen cylinder,0,19216,593
North America,Panama,2021-12-01T01:01:01Z,O2 Generator,1,2309,337
North America,Panama,2021-12-01T01:01:01Z,Mask,2,11043269,849099
North America,Panama,2021-12-01T01:01:01Z,Ventilators,3,10132,737
North America,Panama,2021-12-01T01:01:01Z,O2 Concentrators,4,8915,457
North America,Panama,2021-12-01T01:01:01Z,Testing Units,5,263898,438940
North America,Panama,2021-12-01T01:01:01Z,Pulse Oxymeters,6,21592,9475
North America,Panama,2021-12-01T01:01:01Z,General Medicines,7,4452476,52390
North America,Panama,2021-12-01T01:01:01Z,PPE Kit,8,6580,10445
North America,Panama,2022-01-01T01:01:01Z,oxygen cylinder,0,16942,9386
North America,Panama,2022-01-01T01:01:01Z,O2 Generator,1,8472,642
North America,Panama,2022-01-01T01:01:01Z,Mask,2,2920307,75843
North America,Panama,2022-01-01T01:01:01Z,Ventilators,3,6896,211
North America,Panama,2022-01-01T01:01:01Z,O2 Concentrators,4,6043,1279
North America,Panama,2022-01-01T01:01:01Z,Testing Units,5,506891,268363
North America,Panama,2022-01-01T01:01:01Z,Pulse Oxymeters,6,1456,13657
North America,Panama,2022-01-01T01:01:01Z,General Medicines,7,27849368,312631
North America,Panama,2022-01-01T01:01:01Z,PPE Kit,8,19093,7447
North America,Panama,2022-02-01T01:01:01Z,oxygen cylinder,0,13811,12884
North America,Panama,2022-02-01T01:01:01Z,O2 Generator,1,6693,2229
North America,Panama,2022-02-01T01:01:01Z,Mask,2,10349502,2084467
North America,Panama,2022-02-01T01:01:01Z,Ventilators,3,5819,1039
North America,Panama,2022-02-01T01:01:01Z,O2 Concentrators,4,361,5801
North America,Panama,2022-02-01T01:01:01Z,Testing Units,5,591192,293277
North America,Panama,2022-02-01T01:01:01Z,Pulse Oxymeters,6,7632,7268
North America,Panama,2022-02-01T01:01:01Z,General Medicines,7,31477531,254537
North America,Panama,2022-02-01T01:01:01Z,PPE Kit,8,12284,3346
North America,Panama,2022-03-01T01:01:01Z,oxygen cylinder,0,3958,16873
North America,Panama,2022-03-01T01:01:01Z,O2 Generator,1,10485,962
North America,Panama,2022-03-01T01:01:01Z,Mask,2,7840560,1830800
North America,Panama,2022-03-01T01:01:01Z,Ventilators,3,8566,90
North America,Panama,2022-03-01T01:01:01Z,O2 Concentrators,4,10325,4351
North America,Panama,2022-03-01T01:01:01Z,Testing Units,5,638074,82325
North America,Panama,2022-03-01T01:01:01Z,Pulse Oxymeters,6,20457,17730
North America,Panama,2022-03-01T01:01:01Z,General Medicines,7,804796,1440749
North America,Panama,2022-03-01T01:01:01Z,PPE Kit,8,8989,10963
North America,Panama,2022-04-01T01:01:01Z,oxygen cylinder,0,15970,20979
North America,Panama,2022-04-01T01:01:01Z,O2 Generator,1,200,1380
North America,Panama,2022-04-01T01:01:01Z,Mask,2,15009647,3152847
North America,Panama,2022-04-01T01:01:01Z,Ventilators,3,11286,2747
North America,Panama,2022-04-01T01:01:01Z,O2 Concentrators,4,4330,4718
North America,Panama,2022-04-01T01:01:01Z,Testing Units,5,770131,138554
North America,Panama,2022-04-01T01:01:01Z,Pulse Oxymeters,6,8060,13133
North America,Panama,2022-04-01T01:01:01Z,General Medicines,7,36512153,1188743
North America,Panama,2022-04-01T01:01:01Z,PPE Kit,8,14430,12661
North America,Puerto Rico,2020-01-01T01:01:01Z,oxygen cylinder,0,868,735
North America,Puerto Rico,2020-01-01T01:01:01Z,O2 Generator,1,387,144
North America,Puerto Rico,2020-01-01T01:01:01Z,Mask,2,379,135
North America,Puerto Rico,2020-01-01T01:01:01Z,Ventilators,3,91,31
North America,Puerto Rico,2020-01-01T01:01:01Z,O2 Concentrators,4,298,82
North America,Puerto Rico,2020-01-01T01:01:01Z,Testing Units,5,738,734
North America,Puerto Rico,2020-01-01T01:01:01Z,Pulse Oxymeters,6,649,298
North America,Puerto Rico,2020-01-01T01:01:01Z,General Medicines,7,1307,447
North America,Puerto Rico,2020-01-01T01:01:01Z,PPE Kit,8,60,331
North America,Puerto Rico,2020-02-01T01:01:01Z,oxygen cylinder,0,1342,1251
North America,Puerto Rico,2020-02-01T01:01:01Z,O2 Generator,1,215,61
North America,Puerto Rico,2020-02-01T01:01:01Z,Mask,2,1881,1852
North America,Puerto Rico,2020-02-01T01:01:01Z,Ventilators,3,84,105
North America,Puerto Rico,2020-02-01T01:01:01Z,O2 Concentrators,4,570,277
North America,Puerto Rico,2020-02-01T01:01:01Z,Testing Units,5,3439,306
North America,Puerto Rico,2020-02-01T01:01:01Z,Pulse Oxymeters,6,1018,1319
North America,Puerto Rico,2020-02-01T01:01:01Z,General Medicines,7,6568,704
North America,Puerto Rico,2020-02-01T01:01:01Z,PPE Kit,8,1547,929
North America,Puerto Rico,2020-03-01T01:01:01Z,oxygen cylinder,0,482,1553
North America,Puerto Rico,2020-03-01T01:01:01Z,O2 Generator,1,599,127
North America,Puerto Rico,2020-03-01T01:01:01Z,Mask,2,17727,120
North America,Puerto Rico,2020-03-01T01:01:01Z,Ventilators,3,339,113
North America,Puerto Rico,2020-03-01T01:01:01Z,O2 Concentrators,4,247,664
North America,Puerto Rico,2020-03-01T01:01:01Z,Testing Units,5,393,5599
North America,Puerto Rico,2020-03-01T01:01:01Z,Pulse Oxymeters,6,1452,822
North America,Puerto Rico,2020-03-01T01:01:01Z,General Medicines,7,52927,5532
North America,Puerto Rico,2020-03-01T01:01:01Z,PPE Kit,8,478,1248
North America,Puerto Rico,2020-04-01T01:01:01Z,oxygen cylinder,0,486,3173
North America,Puerto Rico,2020-04-01T01:01:01Z,O2 Generator,1,1586,484
North America,Puerto Rico,2020-04-01T01:01:01Z,Mask,2,48402,19126
North America,Puerto Rico,2020-04-01T01:01:01Z,Ventilators,3,153,165
North America,Puerto Rico,2020-04-01T01:01:01Z,O2 Concentrators,4,1126,457
North America,Puerto Rico,2020-04-01T01:01:01Z,Testing Units,5,11241,92
North America,Puerto Rico,2020-04-01T01:01:01Z,Pulse Oxymeters,6,1426,800
North America,Puerto Rico,2020-04-01T01:01:01Z,General Medicines,7,92652,29009
North America,Puerto Rico,2020-04-01T01:01:01Z,PPE Kit,8,1994,2690
North America,Puerto Rico,2020-05-01T01:01:01Z,oxygen cylinder,0,4864,3539
North America,Puerto Rico,2020-05-01T01:01:01Z,O2 Generator,1,1051,238
North America,Puerto Rico,2020-05-01T01:01:01Z,Mask,2,27537,12971
North America,Puerto Rico,2020-05-01T01:01:01Z,Ventilators,3,184,127
North America,Puerto Rico,2020-05-01T01:01:01Z,O2 Concentrators,4,1730,262
North America,Puerto Rico,2020-05-01T01:01:01Z,Testing Units,5,2861,19270
North America,Puerto Rico,2020-05-01T01:01:01Z,Pulse Oxymeters,6,2084,634
North America,Puerto Rico,2020-05-01T01:01:01Z,General Medicines,7,178890,26804
North America,Puerto Rico,2020-05-01T01:01:01Z,PPE Kit,8,586,3355
North America,Puerto Rico,2020-06-01T01:01:01Z,oxygen cylinder,0,4521,4215
North America,Puerto Rico,2020-06-01T01:01:01Z,O2 Generator,1,876,998
North America,Puerto Rico,2020-06-01T01:01:01Z,Mask,2,205199,40441
North America,Puerto Rico,2020-06-01T01:01:01Z,Ventilators,3,90,481
North America,Puerto Rico,2020-06-01T01:01:01Z,O2 Concentrators,4,39,1197
North America,Puerto Rico,2020-06-01T01:01:01Z,Testing Units,5,8119,26623
North America,Puerto Rico,2020-06-01T01:01:01Z,Pulse Oxymeters,6,2832,1374
North America,Puerto Rico,2020-06-01T01:01:01Z,General Medicines,7,85861,47880
North America,Puerto Rico,2020-06-01T01:01:01Z,PPE Kit,8,3578,1127
North America,Puerto Rico,2020-07-01T01:01:01Z,oxygen cylinder,0,3115,5073
North America,Puerto Rico,2020-07-01T01:01:01Z,O2 Generator,1,2677,564
North America,Puerto Rico,2020-07-01T01:01:01Z,Mask,2,216371,57195
North America,Puerto Rico,2020-07-01T01:01:01Z,Ventilators,3,1768,370
North America,Puerto Rico,2020-07-01T01:01:01Z,O2 Concentrators,4,753,1011
North America,Puerto Rico,2020-07-01T01:01:01Z,Testing Units,5,18143,13964
North America,Puerto Rico,2020-07-01T01:01:01Z,Pulse Oxymeters,6,3082,3883
North America,Puerto Rico,2020-07-01T01:01:01Z,General Medicines,7,348772,51769
North America,Puerto Rico,2020-07-01T01:01:01Z,PPE Kit,8,5027,4824
North America,Puerto Rico,2020-08-01T01:01:01Z,oxygen cylinder,0,4769,1198
North America,Puerto Rico,2020-08-01T01:01:01Z,O2 Generator,1,955,892
North America,Puerto Rico,2020-08-01T01:01:01Z,Mask,2,480961,75235
North America,Puerto Rico,2020-08-01T01:01:01Z,Ventilators,3,1088,593
North America,Puerto Rico,2020-08-01T01:01:01Z,O2 Concentrators,4,659,1212
North America,Puerto Rico,2020-08-01T01:01:01Z,Testing Units,5,56560,9647
North America,Puerto Rico,2020-08-01T01:01:01Z,Pulse Oxymeters,6,4770,4594
North America,Puerto Rico,2020-08-01T01:01:01Z,General Medicines,7,1005723,46154
North America,Puerto Rico,2020-08-01T01:01:01Z,PPE Kit,8,421,2455
North America,Puerto Rico,2020-09-01T01:01:01Z,oxygen cylinder,0,2500,4342
North America,Puerto Rico,2020-09-01T01:01:01Z,O2 Generator,1,721,113
North America,Puerto Rico,2020-09-01T01:01:01Z,Mask,2,11516,4142
North America,Puerto Rico,2020-09-01T01:01:01Z,Ventilators,3,471,602
North America,Puerto Rico,2020-09-01T01:01:01Z,O2 Concentrators,4,2304,2005
North America,Puerto Rico,2020-09-01T01:01:01Z,Testing Units,5,80446,47822
North America,Puerto Rico,2020-09-01T01:01:01Z,Pulse Oxymeters,6,1452,4101
North America,Puerto Rico,2020-09-01T01:01:01Z,General Medicines,7,540508,54114
North America,Puerto Rico,2020-09-01T01:01:01Z,PPE Kit,8,5054,742
North America,Puerto Rico,2020-10-01T01:01:01Z,oxygen cylinder,0,3223,7628
North America,Puerto Rico,2020-10-01T01:01:01Z,O2 Generator,1,920,259
North America,Puerto Rico,2020-10-01T01:01:01Z,Mask,2,931566,28440
North America,Puerto Rico,2020-10-01T01:01:01Z,Ventilators,3,1327,935
North America,Puerto Rico,2020-10-01T01:01:01Z,O2 Concentrators,4,3028,2244
North America,Puerto Rico,2020-10-01T01:01:01Z,Testing Units,5,6612,23465
North America,Puerto Rico,2020-10-01T01:01:01Z,Pulse Oxymeters,6,5623,5116
North America,Puerto Rico,2020-10-01T01:01:01Z,General Medicines,7,366971,283786
North America,Puerto Rico,2020-10-01T01:01:01Z,PPE Kit,8,936,4626
North America,Puerto Rico,2020-11-01T01:01:01Z,oxygen cylinder,0,5600,1047
North America,Puerto Rico,2020-11-01T01:01:01Z,O2 Generator,1,1307,1778
North America,Puerto Rico,2020-11-01T01:01:01Z,Mask,2,1208046,146173
North America,Puerto Rico,2020-11-01T01:01:01Z,Ventilators,3,2952,934
North America,Puerto Rico,2020-11-01T01:01:01Z,O2 Concentrators,4,2399,2678
North America,Puerto Rico,2020-11-01T01:01:01Z,Testing Units,5,23031,32241
North America,Puerto Rico,2020-11-01T01:01:01Z,Pulse Oxymeters,6,10531,6479
North America,Puerto Rico,2020-11-01T01:01:01Z,General Medicines,7,1348114,396093
North America,Puerto Rico,2020-11-01T01:01:01Z,PPE Kit,8,10148,1656
North America,Puerto Rico,2020-12-01T01:01:01Z,oxygen cylinder,0,6616,1732
North America,Puerto Rico,2020-12-01T01:01:01Z,O2 Generator,1,1883,1056
North America,Puerto Rico,2020-12-01T01:01:01Z,Mask,2,1349331,163223
North America,Puerto Rico,2020-12-01T01:01:01Z,Ventilators,3,1240,387
North America,Puerto Rico,2020-12-01T01:01:01Z,O2 Concentrators,4,1807,939
North America,Puerto Rico,2020-12-01T01:01:01Z,Testing Units,5,118063,79394
North America,Puerto Rico,2020-12-01T01:01:01Z,Pulse Oxymeters,6,6050,1315
North America,Puerto Rico,2020-12-01T01:01:01Z,General Medicines,7,3259760,54632
North America,Puerto Rico,2020-12-01T01:01:01Z,PPE Kit,8,6630,2930
North America,Puerto Rico,2021-01-01T01:01:01Z,oxygen cylinder,0,2667,7700
North America,Puerto Rico,2021-01-01T01:01:01Z,O2 Generator,1,196,579
North America,Puerto Rico,2021-01-01T01:01:01Z,Mask,2,130964,318802
North America,Puerto Rico,2021-01-01T01:01:01Z,Ventilators,3,1143,264
North America,Puerto Rico,2021-01-01T01:01:01Z,O2 Concentrators,4,1144,429
North America,Puerto Rico,2021-01-01T01:01:01Z,Testing Units,5,116420,69516
North America,Puerto Rico,2021-01-01T01:01:01Z,Pulse Oxymeters,6,9794,10167
North America,Puerto Rico,2021-01-01T01:01:01Z,General Medicines,7,338022,338232
North America,Puerto Rico,2021-01-01T01:01:01Z,PPE Kit,8,8067,5152
North America,Puerto Rico,2021-02-01T01:01:01Z,oxygen cylinder,0,7324,6856
North America,Puerto Rico,2021-02-01T01:01:01Z,O2 Generator,1,5109,438
North America,Puerto Rico,2021-02-01T01:01:01Z,Mask,2,302246,166208
North America,Puerto Rico,2021-02-01T01:01:01Z,Ventilators,3,2294,92
North America,Puerto Rico,2021-02-01T01:01:01Z,O2 Concentrators,4,1275,3113
North America,Puerto Rico,2021-02-01T01:01:01Z,Testing Units,5,110245,45188
North America,Puerto Rico,2021-02-01T01:01:01Z,Pulse Oxymeters,6,6493,6983
North America,Puerto Rico,2021-02-01T01:01:01Z,General Medicines,7,2045621,459033
North America,Puerto Rico,2021-02-01T01:01:01Z,PPE Kit,8,2726,6543
North America,Puerto Rico,2021-03-01T01:01:01Z,oxygen cylinder,0,92,7206
North America,Puerto Rico,2021-03-01T01:01:01Z,O2 Generator,1,1784,2146
North America,Puerto Rico,2021-03-01T01:01:01Z,Mask,2,1740048,306283
North America,Puerto Rico,2021-03-01T01:01:01Z,Ventilators,3,306,1011
North America,Puerto Rico,2021-03-01T01:01:01Z,O2 Concentrators,4,1371,2800
North America,Puerto Rico,2021-03-01T01:01:01Z,Testing Units,5,152150,60975
North America,Puerto Rico,2021-03-01T01:01:01Z,Pulse Oxymeters,6,1387,5909
North America,Puerto Rico,2021-03-01T01:01:01Z,General Medicines,7,3766905,440524
North America,Puerto Rico,2021-03-01T01:01:01Z,PPE Kit,8,8394,11545
North America,Puerto Rico,2021-04-01T01:01:01Z,oxygen cylinder,0,1289,4373
North America,Puerto Rico,2021-04-01T01:01:01Z,O2 Generator,1,5553,431
North America,Puerto Rico,2021-04-01T01:01:01Z,Mask,2,133498,497135
North America,Puerto Rico,2021-04-01T01:01:01Z,Ventilators,3,896,1563
North America,Puerto Rico,2021-04-01T01:01:01Z,O2 Concentrators,4,3819,5
North America,Puerto Rico,2021-04-01T01:01:01Z,Testing Units,5,240052,28439
North America,Puerto Rico,2021-04-01T01:01:01Z,Pulse Oxymeters,6,1111,8659
North America,Puerto Rico,2021-04-01T01:01:01Z,General Medicines,7,4876913,431171
North America,Puerto Rico,2021-04-01T01:01:01Z,PPE Kit,8,5482,2136
North America,Puerto Rico,2021-05-01T01:01:01Z,oxygen cylinder,0,9548,1131
North America,Puerto Rico,2021-05-01T01:01:01Z,O2 Generator,1,534,1279
North America,Puerto Rico,2021-05-01T01:01:01Z,Mask,2,108059,274924
North America,Puerto Rico,2021-05-01T01:01:01Z,Ventilators,3,5807,1234
North America,Puerto Rico,2021-05-01T01:01:01Z,O2 Concentrators,4,353,669
North America,Puerto Rico,2021-05-01T01:01:01Z,Testing Units,5,113992,105493
North America,Puerto Rico,2021-05-01T01:01:01Z,Pulse Oxymeters,6,4834,8474
North America,Puerto Rico,2021-05-01T01:01:01Z,General Medicines,7,1827340,517748
North America,Puerto Rico,2021-05-01T01:01:01Z,PPE Kit,8,1504,10971
North America,Puerto Rico,2021-06-01T01:01:01Z,oxygen cylinder,0,3002,10235
North America,Puerto Rico,2021-06-01T01:01:01Z,O2 Generator,1,6239,3132
North America,Puerto Rico,2021-06-01T01:01:01Z,Mask,2,4231376,380452
North America,Puerto Rico,2021-06-01T01:01:01Z,Ventilators,3,254,338
North America,Puerto Rico,2021-06-01T01:01:01Z,O2 Concentrators,4,6746,599
North America,Puerto Rico,2021-06-01T01:01:01Z,Testing Units,5,303999,84918
North America,Puerto Rico,2021-06-01T01:01:01Z,Pulse Oxymeters,6,8906,6018
North America,Puerto Rico,2021-06-01T01:01:01Z,General Medicines,7,5607354,1216473
North America,Puerto Rico,2021-06-01T01:01:01Z,PPE Kit,8,12152,8944
North America,Puerto Rico,2021-07-01T01:01:01Z,oxygen cylinder,0,2916,3024
North America,Puerto Rico,2021-07-01T01:01:01Z,O2 Generator,1,1184,811
North America,Puerto Rico,2021-07-01T01:01:01Z,Mask,2,1031134,722111
North America,Puerto Rico,2021-07-01T01:01:01Z,Ventilators,3,1562,364
North America,Puerto Rico,2021-07-01T01:01:01Z,O2 Concentrators,4,1306,3325
North America,Puerto Rico,2021-07-01T01:01:01Z,Testing Units,5,347665,212444
North America,Puerto Rico,2021-07-01T01:01:01Z,Pulse Oxymeters,6,7920,2735
North America,Puerto Rico,2021-07-01T01:01:01Z,General Medicines,7,12593153,1291186
North America,Puerto Rico,2021-07-01T01:01:01Z,PPE Kit,8,1490,2297
North America,Puerto Rico,2021-08-01T01:01:01Z,oxygen cylinder,0,10507,6337
North America,Puerto Rico,2021-08-01T01:01:01Z,O2 Generator,1,7628,2444
North America,Puerto Rico,2021-08-01T01:01:01Z,Mask,2,5913923,683003
North America,Puerto Rico,2021-08-01T01:01:01Z,Ventilators,3,1240,882
North America,Puerto Rico,2021-08-01T01:01:01Z,O2 Concentrators,4,5762,1763
North America,Puerto Rico,2021-08-01T01:01:01Z,Testing Units,5,13998,139088
North America,Puerto Rico,2021-08-01T01:01:01Z,Pulse Oxymeters,6,17944,54
North America,Puerto Rico,2021-08-01T01:01:01Z,General Medicines,7,13023150,492839
North America,Puerto Rico,2021-08-01T01:01:01Z,PPE Kit,8,16303,1934
North America,Puerto Rico,2021-09-01T01:01:01Z,oxygen cylinder,0,10507,4930
North America,Puerto Rico,2021-09-01T01:01:01Z,O2 Generator,1,7540,3373
North America,Puerto Rico,2021-09-01T01:01:01Z,Mask,2,7505818,1439138
North America,Puerto Rico,2021-09-01T01:01:01Z,Ventilators,3,8325,1289
North America,Puerto Rico,2021-09-01T01:01:01Z,O2 Concentrators,4,5909,436
North America,Puerto Rico,2021-09-01T01:01:01Z,Testing Units,5,134841,119160
North America,Puerto Rico,2021-09-01T01:01:01Z,Pulse Oxymeters,6,16721,5405
North America,Puerto Rico,2021-09-01T01:01:01Z,General Medicines,7,13036760,175691
North America,Puerto Rico,2021-09-01T01:01:01Z,PPE Kit,8,19675,38
North America,Puerto Rico,2021-10-01T01:01:01Z,oxygen cylinder,0,16978,5177
North America,Puerto Rico,2021-10-01T01:01:01Z,O2 Generator,1,287,1111
North America,Puerto Rico,2021-10-01T01:01:01Z,Mask,2,2050875,1129197
North America,Puerto Rico,2021-10-01T01:01:01Z,Ventilators,3,7539,36
North America,Puerto Rico,2021-10-01T01:01:01Z,O2 Concentrators,4,4161,40
North America,Puerto Rico,2021-10-01T01:01:01Z,Testing Units,5,339473,128002
North America,Puerto Rico,2021-10-01T01:01:01Z,Pulse Oxymeters,6,7458,794
North America,Puerto Rico,2021-10-01T01:01:01Z,General Medicines,7,1259523,2065482
North America,Puerto Rico,2021-10-01T01:01:01Z,PPE Kit,8,21636,5434
North America,Puerto Rico,2021-11-01T01:01:01Z,oxygen cylinder,0,22275,11053
North America,Puerto Rico,2021-11-01T01:01:01Z,O2 Generator,1,4938,649
North America,Puerto Rico,2021-11-01T01:01:01Z,Mask,2,1767457,641956
North America,Puerto Rico,2021-11-01T01:01:01Z,Ventilators,3,3457,1832
North America,Puerto Rico,2021-11-01T01:01:01Z,O2 Concentrators,4,2927,5123
North America,Puerto Rico,2021-11-01T01:01:01Z,Testing Units,5,376138,343551
North America,Puerto Rico,2021-11-01T01:01:01Z,Pulse Oxymeters,6,18817,14050
North America,Puerto Rico,2021-11-01T01:01:01Z,General Medicines,7,2581207,12703
North America,Puerto Rico,2021-11-01T01:01:01Z,PPE Kit,8,10928,17806
North America,Puerto Rico,2021-12-01T01:01:01Z,oxygen cylinder,0,2642,18705
North America,Puerto Rico,2021-12-01T01:01:01Z,O2 Generator,1,4715,3636
North America,Puerto Rico,2021-12-01T01:01:01Z,Mask,2,12682647,1470671
North America,Puerto Rico,2021-12-01T01:01:01Z,Ventilators,3,9624,1656
North America,Puerto Rico,2021-12-01T01:01:01Z,O2 Concentrators,4,5952,1416
North America,Puerto Rico,2021-12-01T01:01:01Z,Testing Units,5,230512,444020
North America,Puerto Rico,2021-12-01T01:01:01Z,Pulse Oxymeters,6,8510,3268
